ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,content
0385721420,Three Junes,JULIA GLASS,2003.0,Anchor,http://images.amazon.com/images/P/0385721420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.LZZZZZZZ.jpg,Three Junes JULIA GLASS Anchor
0451202341,Back Roads,Tawni O'Dell,2001.0,Signet Book,http://images.amazon.com/images/P/0451202341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.LZZZZZZZ.jpg,Back Roads Tawni O'Dell Signet Book
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992.0,Ballantine Books,http://images.amazon.com/images/P/0449907481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg,A Thousand Acres (Ballantine Reader's Circle) JANE SMILEY Ballantine Books
0515127833,River's End,Nora Roberts,2003.0,Jove Books,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg,River's End Nora Roberts Jove Books
0385424728,The Chamber,John Grisham,1994.0,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg,The Chamber John Grisham Doubleday Books
0425182878,Chosen Prey,John Sandford,2004.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg,Chosen Prey John Sandford Berkley Publishing Group
0553564528,Guilty as Sin,TAMI HOAG,1997.0,Bantam,http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg,Guilty as Sin TAMI HOAG Bantam
055356451X,Night Sins,TAMI HOAG,1995.0,Bantam,http://images.amazon.com/images/P/055356451X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.LZZZZZZZ.jpg,Night Sins TAMI HOAG Bantam
0345369947,The Mummy or Ramses the Damned,Anne Rice,1991.0,Ballantine Books,http://images.amazon.com/images/P/0345369947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg,The Mummy or Ramses the Damned Anne Rice Ballantine Books
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992.0,Warner Books,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg,Daisy Fay and the Miracle Man Fannie Flagg Warner Books
068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999.0,Scribner,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg,Angela's Ashes: A Memoir Frank McCourt Scribner
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002.0,Perennial,http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg,Fast Food Nation: The Dark Side of the All-American Meal Eric Schlosser Perennial
0440122090,Echoes,Maeve Binchy,1989.0,Dell,http://images.amazon.com/images/P/0440122090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.LZZZZZZZ.jpg,Echoes Maeve Binchy Dell
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995.0,HarperTorch,http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg,One for the Money (Stephanie Plum Novels (Paperback)) Janet Evanovich HarperTorch
0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993.0,Warner Books,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg,Along Came a Spider (Alex Cross Novels) James Patterson Warner Books
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998.0,Warner Books,http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.LZZZZZZZ.jpg,Where the Heart Is (Oprah's Book Club (Paperback)) Billie Letts Warner Books
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000.0,Penguin Books,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg,The Girls' Guide to Hunting and Fishing Melissa Bank Penguin Books
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg,Icy Sparks Gwyn Hyman Rubio Penguin Books
0385504209,The Da Vinci Code,Dan Brown,2003.0,Doubleday,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg,The Da Vinci Code Dan Brown Doubleday
0446525502,The Rescue,Nicholas Sparks,2000.0,Warner Books,http://images.amazon.com/images/P/0446525502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.LZZZZZZZ.jpg,The Rescue Nicholas Sparks Warner Books
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000.0,Viking Books,http://images.amazon.com/images/P/0670892963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg,Bridget Jones : The Edge of Reason Helen Fielding Viking Books
0385505833,Skipping Christmas,JOHN GRISHAM,2001.0,Doubleday,http://images.amazon.com/images/P/0385505833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg,Skipping Christmas JOHN GRISHAM Doubleday
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster,http://images.amazon.com/images/P/0743206045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg,Daddy's Little Girl Mary Higgins Clark Simon &amp; Schuster
0446527793,The Guardian,Nicholas Sparks,2003.0,Warner Books,http://images.amazon.com/images/P/0446527793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.LZZZZZZZ.jpg,The Guardian Nicholas Sparks Warner Books
0446531332,Nights in Rodanthe,Nicholas Sparks,2002.0,Warner Books,http://images.amazon.com/images/P/0446531332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.LZZZZZZZ.jpg,Nights in Rodanthe Nicholas Sparks Warner Books
0316776963,Me Talk Pretty One Day,David Sedaris,2001.0,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg,Me Talk Pretty One Day David Sedaris Back Bay Books
0451181379,The Door to December,Dean R. Koontz,1994.0,Signet Book,http://images.amazon.com/images/P/0451181379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg,The Door to December Dean R. Koontz Signet Book
0425142485,The Funhouse,Dean R. Koontz,1994.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425142485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.LZZZZZZZ.jpg,The Funhouse Dean R. Koontz Berkley Publishing Group
0440218535,Smilla's Sense of Snow,Peter Hoeg,1997.0,Island,http://images.amazon.com/images/P/0440218535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440218535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440218535.01.LZZZZZZZ.jpg,Smilla's Sense of Snow Peter Hoeg Island
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995.0,Ballantine Books,http://images.amazon.com/images/P/0345391802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391802.01.LZZZZZZZ.jpg,The Hitchhiker's Guide to the Galaxy Douglas Adams Ballantine Books
0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994.0,Laure Leaf,http://images.amazon.com/images/P/0440219078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg,The Giver (21st Century Reference) LOIS LOWRY Laure Leaf
0440211727,A Time to Kill,JOHN GRISHAM,1992.0,Dell,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.LZZZZZZZ.jpg,A Time to Kill JOHN GRISHAM Dell
0446364762,The Stars Shine Down,Sidney Sheldon,1993.0,Warner Books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg,The Stars Shine Down Sidney Sheldon Warner Books
0553561618,Dark Paradise,TAMI HOAG,1994.0,Bantam,http://images.amazon.com/images/P/0553561618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg,Dark Paradise TAMI HOAG Bantam
044022165X,The Rainmaker,JOHN GRISHAM,1996.0,Dell,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg,The Rainmaker JOHN GRISHAM Dell
0425124347,The Bad Place,Dean R. Koontz,1994.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425124347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.LZZZZZZZ.jpg,The Bad Place Dean R. Koontz Berkley Publishing Group
0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001.0,Picador,http://images.amazon.com/images/P/0312282990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312282990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312282990.01.LZZZZZZZ.jpg,The Amazing Adventures of Kavalier &amp; Clay Michael Chabon Picador
0394820371,The Phantom Tollbooth,Norton Juster,1993.0,Yearling Books,http://images.amazon.com/images/P/0394820371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394820371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg,The Phantom Tollbooth Norton Juster Yearling Books
0449134482,Dances With Wolves,Michael Blake,1990.0,Fawcett Books,http://images.amazon.com/images/P/0449134482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg,Dances With Wolves Michael Blake Fawcett Books
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987.0,Del Rey,http://images.amazon.com/images/P/0345348036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.LZZZZZZZ.jpg,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure WILLIAM GOLDMAN Del Rey
0671510053,SHIPPING NEWS,Annie Proulx,1994.0,Scribner,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg,SHIPPING NEWS Annie Proulx Scribner
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982.0,Bantam Classics,http://images.amazon.com/images/P/055321313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg,Anne of Green Gables (Anne of Green Gables Novels (Paperback)) L.M. MONTGOMERY Bantam Classics
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002.0,Touchstone,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg,Fall On Your Knees (Oprah #45) Ann-Marie MacDonald Touchstone
0345443284,While I Was Gone,Sue Miller,1999.0,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg,While I Was Gone Sue Miller Ballantine Books
0553273914,The House of the Spirits,Isabel Allende,1986.0,Bantam Books,http://images.amazon.com/images/P/0553273914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553273914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553273914.01.LZZZZZZZ.jpg,The House of the Spirits Isabel Allende Bantam Books
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,http://images.amazon.com/images/P/0060928336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg,Divine Secrets of the Ya-Ya Sisterhood: A Novel Rebecca Wells Perennial
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996.0,Washington Square Press,http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg,She's Come Undone (Oprah's Book Club (Paperback)) Wally Lamb Washington Square Press
0440215625,Dragonfly in Amber,DIANA GABALDON,1993.0,Dell,http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg,Dragonfly in Amber DIANA GABALDON Dell
0446601241,Kiss the Girls,James Patterson,1995.0,Warner Books,http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg,Kiss the Girls James Patterson Warner Books
0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993.0,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg,The Witching Hour (Lives of the Mayfair Witches) ANNE RICE Ballantine Books
0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997.0,Warner Books,http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg,Jack &amp; Jill (Alex Cross Novels) James Patterson Warner Books
0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991.0,Vintage,http://images.amazon.com/images/P/0679734775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg,The House on Mango Street (Vintage Contemporaries) SANDRA CISNEROS Vintage
006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999.0,HarperCollins,http://images.amazon.com/images/P/006019491X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)) Isabel Allende HarperCollins
0380789035,American Gods,Neil Gaiman,2002.0,HarperTorch,http://images.amazon.com/images/P/0380789035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg,American Gods Neil Gaiman HarperTorch
0440206154,Red Dragon,Thomas Harris,2000.0,Dell Publishing Company,http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440206154.01.LZZZZZZZ.jpg,Red Dragon Thomas Harris Dell Publishing Company
0345370775,Jurassic Park,Michael Crichton,1999.0,Ballantine Books,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg,Jurassic Park Michael Crichton Ballantine Books
0380789019,Neverwhere,Neil Gaiman,1998.0,Avon,http://images.amazon.com/images/P/0380789019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789019.01.LZZZZZZZ.jpg,Neverwhere Neil Gaiman Avon
0380018179,The Thorn Birds,Colleen McCullough,1978.0,Avon,http://images.amazon.com/images/P/0380018179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380018179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380018179.01.LZZZZZZZ.jpg,The Thorn Birds Colleen McCullough Avon
0679457313,The God of Small Things,Arundhati Roy,1997.0,Random House Inc,http://images.amazon.com/images/P/0679457313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679457313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679457313.01.LZZZZZZZ.jpg,The God of Small Things Arundhati Roy Random House Inc
0553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996.0,Bantam,http://images.amazon.com/images/P/0553571656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.LZZZZZZZ.jpg,The Beekeeper's Apprentice LAURIE R. KING Bantam
0786866276,Mother of Pearl,Melinda Haynes,1999.0,Hyperion,http://images.amazon.com/images/P/0786866276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786866276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786866276.01.LZZZZZZZ.jpg,Mother of Pearl Melinda Haynes Hyperion
0099771519,Memoirs of a Geisha Uk,Arthur Golden,0.0,Trafalgar Square,http://images.amazon.com/images/P/0099771519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099771519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099771519.01.LZZZZZZZ.jpg,Memoirs of a Geisha Uk Arthur Golden Trafalgar Square
0439404371,The Thief Lord,Cornelia Funke,2002.0,Scholastic,http://images.amazon.com/images/P/0439404371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439404371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439404371.01.LZZZZZZZ.jpg,The Thief Lord Cornelia Funke Scholastic
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997.0,Riverhead Books,http://images.amazon.com/images/P/1573225789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg,The Color of Water: A Black Man's Tribute to His White Mother James McBride Riverhead Books
